date,product_id,product_name,location,demand,inventory,cost,lead_time
2023-08-06,MS-100,Mouse,Tanger,20,1,19.27,3
2023-12-06,MS-200,Mouse,Fes,21,57,20.85,5
2024-05-23,PHN-200,Smartphone,Fes,98,131,573.18,10
2025-05-08,MS-100,Mouse,Marrakesh,33,79,20.59,10
2024-11-08,NC-100,Network Card,Meknes,8,4,41.5,10
2025-03-11,TAB-100,Tablet,Rabat,29,58,299.38,3
2023-12-14,PHN-200,Smartphone,Marrakesh,72,106,570.59,14
2024-06-12,LAP-300,Laptop,Rabat,35,65,773.04,5
2025-02-09,MON-100,Monitor,Agadir,29,63,197.27,10
2025-03-15,NC-100,Network Card,Casablanca,7,0,38.24,3
2023-12-28,PRT-200,Printer,Rabat,21,38,145.94,5
2024-05-25,HDD-100,Hard Drive,Agadir,49,72,79.46,14
2024-04-16,KB-100,Keyboard,Casablanca,24,73,30.66,3
2023-11-04,PRT-100,Printer,Casablanca,16,44,155.77,3
2024-12-12,PRT-200,Printer,Agadir,13,49,147.79,10
2023-12-20,MON-100,Monitor,Oujda,32,32,207.71,3
2023-11-19,MON-100,Monitor,Oujda,25,11,209.71,14
2023-12-17,HDD-200,Hard Drive,Rabat,15,53,80.32,10
2023-09-24,HDD-200,Hard Drive,Tanger,44,52,81.37,7
2025-05-26,PRT-200,Printer,Oujda,17,34,145.11,5
2023-12-21,MB-200,Motherboard,Fes,9,0,151.27,7
2024-09-09,MB-100,Motherboard,Rabat,14,29,143.25,7
2024-01-21,KB-100,Keyboard,Tanger,27,60,31.37,5
2025-04-14,LAP-200,Laptop,Oujda,21,60,769.52,14
2025-03-21,SSD-100,SSD,Casablanca,64,71,116.24,3
2024-04-20,TAB-200,Tablet,Meknes,41,32,294.62,7
2023-11-23,HDD-100,Hard Drive,Marrakesh,47,56,82.0,3
2024-04-24,LAP-200,Laptop,Tanger,50,88,806.56,10
2024-03-31,SSD-100,SSD,Rabat,40,80,124.61,10
2025-04-16,MON-100,Monitor,Fes,23,36,193.35,3
2023-09-28,KB-100,Keyboard,Agadir,33,66,31.18,7
2024-02-13,RAM-100,Memory Module,Agadir,11,48,102.95,10
2025-07-20,MS-100,Mouse,Marrakesh,24,56,20.46,10
2024-02-05,PHN-100,Smartphone,Meknes,71,73,603.99,10
2024-07-11,HDD-200,Hard Drive,Agadir,19,0,79.84,7
2024-03-18,TAB-100,Tablet,Agadir,22,36,293.04,3
2025-06-25,SSD-100,SSD,Tanger,25,42,117.21,5
2025-01-17,HDD-100,Hard Drive,Tanger,45,66,81.75,5
2025-06-18,NC-100,Network Card,Fes,8,39,38.48,7
2025-06-16,GPU-200,Graphics Card,Tanger,10,0,488.44,3
2025-06-24,PRT-100,Printer,Casablanca,17,0,150.82,3
2023-08-30,MON-100,Monitor,Oujda,27,21,196.91,10
2025-04-29,TAB-100,Tablet,Oujda,17,46,313.98,7
2023-08-22,MON-100,Monitor,Oujda,39,56,204.47,7
2023-10-01,LAP-100,Laptop,Meknes,65,84,784.83,14
2025-03-18,TAB-200,Tablet,Casablanca,28,32,303.02,7
2024-09-06,NC-100,Network Card,Meknes,7,30,39.9,3
2024-08-29,CPU-100,Processor,Meknes,18,59,246.77,7
2024-06-23,KB-100,Keyboard,Marrakesh,44,68,30.61,5
2025-01-09,RAM-100,Memory Module,Rabat,35,31,95.29,5
2025-06-24,RAM-100,Memory Module,Tanger,30,61,97.99,14
2025-05-17,PRT-200,Printer,Marrakesh,15,28,143.96,7
2025-01-01,SSD-100,SSD,Meknes,48,83,117.4,10
2023-10-15,PHN-100,Smartphone,Meknes,65,102,578.02,5
2025-06-01,PSU-100,Power Supply,Agadir,7,11,70.34,3
2024-03-21,MS-200,Mouse,Oujda,38,19,20.84,3
2023-12-28,CPU-100,Processor,Agadir,32,16,241.83,10
2024-04-23,HDD-200,Hard Drive,Rabat,36,58,76.04,3
2023-09-10,PHN-200,Smartphone,Meknes,89,85,620.06,10
2023-08-11,SSD-100,SSD,Tanger,37,80,125.52,10
2023-09-14,SSD-100,SSD,Meknes,49,80,114.83,7
2024-10-25,MON-100,Monitor,Agadir,29,31,207.16,10
2025-01-03,MB-200,Motherboard,Meknes,13,10,146.21,7
2025-04-07,SSD-100,SSD,Casablanca,48,85,121.54,7
2024-12-28,PHN-100,Smartphone,Casablanca,83,75,580.94,5
2025-05-12,HDD-200,Hard Drive,Casablanca,25,7,79.46,10
2023-11-11,PSU-100,Power Supply,Casablanca,12,39,66.61,14
2025-04-20,MS-200,Mouse,Rabat,24,36,19.15,14
2024-08-02,LAP-300,Laptop,Fes,43,24,827.91,10
2024-08-10,SSD-100,SSD,Tanger,38,49,120.45,5
2023-12-19,CPU-100,Processor,Agadir,15,0,260.85,3
2024-12-19,NC-100,Network Card,Tanger,11,9,40.37,3
2024-03-29,LAP-100,Laptop,Marrakesh,51,89,831.5,5
2024-05-22,PRT-200,Printer,Marrakesh,11,35,154.69,3
2024-02-29,NC-100,Network Card,Meknes,8,0,41.06,7
2023-12-10,MON-100,Monitor,Fes,26,75,206.1,10
2024-10-24,PSU-100,Power Supply,Tanger,4,38,71.54,5
2024-05-12,MB-200,Motherboard,Tanger,15,9,153.67,5
2024-05-18,PSU-100,Power Supply,Rabat,10,0,69.48,5
2024-11-03,PSU-100,Power Supply,Meknes,14,36,66.9,3
2025-03-22,LAP-100,Laptop,Marrakesh,94,137,816.08,3
2023-11-24,PRT-100,Printer,Fes,12,0,152.38,10
2023-08-25,PSU-100,Power Supply,Fes,18,31,70.35,7
2025-04-06,PRT-200,Printer,Agadir,20,4,148.23,5
2023-09-07,HDD-100,Hard Drive,Fes,57,98,82.46,3
2024-09-09,NC-100,Network Card,Rabat,10,0,40.1,7
2023-08-22,GPU-200,Graphics Card,Tanger,18,67,501.05,14
2024-10-01,PSU-100,Power Supply,Agadir,9,0,69.45,7
2024-04-21,RAM-100,Memory Module,Rabat,43,48,100.68,5
2025-01-30,MS-200,Mouse,Oujda,28,76,20.03,10
2024-04-19,CPU-100,Processor,Fes,31,30,260.4,3
2023-11-24,PHN-100,Smartphone,Fes,69,105,607.65,7
2024-02-27,NC-100,Network Card,Tanger,10,0,41.19,7
2025-01-13,PRT-200,Printer,Tanger,14,11,149.04,3
2024-05-25,KB-100,Keyboard,Oujda,32,17,30.83,14
2025-02-05,CPU-100,Processor,Casablanca,5,37,250.01,10
2024-05-01,CPU-100,Processor,Marrakesh,22,5,240.55,10
2025-07-07,PHN-200,Smartphone,Oujda,18,12,577.48,10
2024-11-26,MS-100,Mouse,Marrakesh,19,57,20.82,5
2025-03-10,KB-100,Keyboard,Casablanca,17,53,30.41,7
2024-09-17,TAB-200,Tablet,Rabat,19,65,310.57,3
2025-06-12,NC-100,Network Card,Fes,12,60,40.75,5
2024-03-19,CPU-100,Processor,Meknes,27,39,242.48,3
2023-08-05,KB-100,Keyboard,Rabat,9,38,29.76,5
2024-07-13,KB-100,Keyboard,Rabat,16,7,30.39,7
2024-02-26,HDD-100,Hard Drive,Tanger,20,2,76.67,14
2024-02-08,PSU-100,Power Supply,Marrakesh,7,18,67.8,5
2024-01-22,MB-100,Motherboard,Fes,13,47,144.25,7
2024-06-14,MB-200,Motherboard,Meknes,11,49,153.32,5
2025-01-28,MS-200,Mouse,Casablanca,18,9,19.68,14
2025-05-09,PHN-100,Smartphone,Fes,44,88,618.0,10
2024-02-27,NC-100,Network Card,Tanger,7,27,38.32,14
2025-01-07,GPU-100,Graphics Card,Agadir,13,51,523.56,5
2024-04-17,RAM-100,Memory Module,Agadir,25,54,103.82,10
2025-03-26,RAM-100,Memory Module,Marrakesh,32,78,104.34,5
2024-09-04,GPU-100,Graphics Card,Tanger,17,51,502.2,14
2025-07-01,LAP-100,Laptop,Casablanca,46,84,837.77,10
2025-07-18,TAB-200,Tablet,Marrakesh,19,39,286.96,7
2025-05-10,NC-100,Network Card,Marrakesh,10,3,40.38,3
2023-09-11,MS-200,Mouse,Oujda,38,34,20.93,14
2023-09-28,HDD-200,Hard Drive,Marrakesh,50,69,77.32,10
2024-12-18,GPU-200,Graphics Card,Oujda,27,75,510.59,10
2024-02-09,MB-200,Motherboard,Rabat,10,0,154.27,3
2024-04-05,SSD-100,SSD,Meknes,32,57,122.64,10
2024-06-07,MON-100,Monitor,Meknes,22,59,194.18,3
2023-10-29,PHN-200,Smartphone,Tanger,65,49,629.06,14
2024-07-30,KB-100,Keyboard,Meknes,17,29,29.67,5
2024-11-07,LAP-300,Laptop,Fes,48,64,763.73,14
2024-05-25,KB-100,Keyboard,Agadir,34,37,29.91,10
2023-09-25,KB-100,Keyboard,Marrakesh,17,59,29.01,5
2024-03-15,LAP-200,Laptop,Agadir,58,48,763.8,3
2023-09-02,MON-100,Monitor,Agadir,28,61,192.74,7
2025-04-07,TAB-100,Tablet,Meknes,31,25,314.61,3
2025-04-12,CPU-100,Processor,Rabat,28,29,255.15,14
2024-09-01,TAB-100,Tablet,Fes,37,64,306.98,10
2024-03-11,MS-200,Mouse,Oujda,20,55,19.44,5
2025-01-10,GPU-100,Graphics Card,Rabat,12,41,485.92,5
2024-08-30,PSU-100,Power Supply,Oujda,17,20,72.2,3
2024-02-06,MS-200,Mouse,Agadir,29,68,19.91,14
2024-09-23,PRT-100,Printer,Rabat,21,26,148.74,3
2025-02-04,CPU-100,Processor,Marrakesh,10,22,243.66,14
2025-04-02,GPU-200,Graphics Card,Meknes,13,33,523.36,5
2023-10-11,PSU-100,Power Supply,Casablanca,9,57,71.05,10
2025-03-18,KB-100,Keyboard,Oujda,11,7,30.17,5
2023-12-01,PHN-100,Smartphone,Meknes,98,80,578.86,3
2025-02-07,MON-100,Monitor,Meknes,16,36,195.07,5
2025-07-01,PSU-100,Power Supply,Rabat,12,5,71.75,7
2023-10-25,MON-100,Monitor,Rabat,23,47,209.53,5
2025-07-15,PRT-200,Printer,Oujda,20,70,151.24,5
2024-05-06,NC-100,Network Card,Fes,2,42,38.37,7
2025-05-23,PHN-200,Smartphone,Oujda,49,87,629.55,14
2024-10-05,KB-100,Keyboard,Marrakesh,23,20,29.11,5
2025-01-10,HDD-100,Hard Drive,Fes,41,28,76.73,3
2025-05-23,PSU-100,Power Supply,Marrakesh,10,43,72.65,7
2025-07-18,PRT-100,Printer,Tanger,23,48,149.74,7
2023-12-02,PHN-100,Smartphone,Rabat,86,114,623.86,10
2023-10-09,NC-100,Network Card,Fes,12,25,38.11,7
2025-03-28,KB-100,Keyboard,Fes,22,57,28.63,10
2025-05-27,PHN-200,Smartphone,Fes,122,132,599.06,5
2025-02-02,GPU-200,Graphics Card,Meknes,11,49,506.11,10
2023-08-14,PSU-100,Power Supply,Marrakesh,7,43,67.3,5
2024-07-27,MB-100,Motherboard,Casablanca,9,36,147.14,7
2025-01-05,RAM-100,Memory Module,Rabat,25,73,99.55,3
2024-03-20,MS-100,Mouse,Tanger,33,82,19.75,5
2024-07-16,SSD-100,SSD,Meknes,58,59,114.44,5
2025-01-08,MON-100,Monitor,Fes,30,61,209.01,7
2025-03-08,GPU-100,Graphics Card,Oujda,25,36,523.01,10
2024-08-05,GPU-200,Graphics Card,Rabat,20,43,485.0,5
2024-07-02,MS-100,Mouse,Meknes,48,36,20.83,10
2024-06-20,GPU-100,Graphics Card,Meknes,14,21,479.22,5
2024-12-20,LAP-100,Laptop,Fes,46,85,767.24,7
2024-12-01,RAM-100,Memory Module,Agadir,49,32,95.05,3
2024-12-04,MS-100,Mouse,Meknes,30,33,20.98,7
2025-06-04,PSU-100,Power Supply,Rabat,17,55,66.59,3
2023-08-08,PRT-200,Printer,Fes,11,48,150.22,7
2024-03-06,TAB-100,Tablet,Fes,34,15,296.2,7
2024-06-17,PSU-100,Power Supply,Agadir,14,61,72.24,7
2024-10-03,CPU-100,Processor,Fes,14,26,249.09,3
2024-07-09,TAB-100,Tablet,Fes,28,8,294.9,5
2023-08-12,KB-100,Keyboard,Fes,27,46,29.98,3
2023-12-21,RAM-100,Memory Module,Marrakesh,44,61,96.83,3
2024-07-24,LAP-200,Laptop,Meknes,16,56,779.31,10
2024-07-01,RAM-100,Memory Module,Tanger,16,4,98.99,5
2025-06-10,KB-100,Keyboard,Agadir,28,16,30.64,14
2025-05-22,MS-100,Mouse,Rabat,30,26,19.4,7
2023-09-30,PRT-100,Printer,Casablanca,21,22,150.13,10
2024-11-01,MON-100,Monitor,Agadir,27,29,198.32,14
2024-01-23,PSU-100,Power Supply,Fes,10,29,69.99,5
2023-09-20,SSD-100,SSD,Oujda,36,32,116.63,5
2025-07-11,NC-100,Network Card,Tanger,9,48,39.11,3
2025-07-12,SSD-100,SSD,Tanger,45,78,118.24,5
2024-10-05,LAP-300,Laptop,Oujda,58,72,794.71,14
2024-12-29,LAP-200,Laptop,Marrakesh,31,30,778.64,14
2025-05-04,MB-200,Motherboard,Tanger,7,43,143.38,7
2024-04-01,MS-200,Mouse,Tanger,35,75,19.21,7
2025-03-18,MS-200,Mouse,Rabat,21,66,20.22,3
2024-11-21,PRT-100,Printer,Agadir,11,44,144.91,14
2024-05-10,MON-100,Monitor,Oujda,28,19,193.52,7
2024-10-17,MS-100,Mouse,Tanger,46,46,19.53,3
2024-04-07,RAM-100,Memory Module,Fes,32,59,98.59,3
2023-10-24,PRT-100,Printer,Fes,7,0,152.98,3
2024-12-26,MS-100,Mouse,Casablanca,36,50,20.16,10
2025-02-27,CPU-100,Processor,Casablanca,8,48,241.68,14
2025-07-15,KB-100,Keyboard,Meknes,17,10,31.41,14
2024-07-17,LAP-100,Laptop,Tanger,73,83,814.66,5
2024-02-03,PHN-200,Smartphone,Meknes,37,23,586.07,5
2025-02-07,SSD-100,SSD,Casablanca,45,74,116.58,14
2025-01-05,KB-100,Keyboard,Rabat,19,67,29.32,5
2024-12-26,MB-100,Motherboard,Fes,14,3,151.04,10
2025-02-26,MS-200,Mouse,Rabat,54,68,20.19,5
2024-09-27,MB-200,Motherboard,Tanger,12,54,146.93,14
2024-11-19,KB-100,Keyboard,Rabat,17,11,30.04,3
2024-07-01,MB-200,Motherboard,Marrakesh,9,41,145.29,14
2023-10-18,TAB-200,Tablet,Casablanca,30,33,285.13,3
2025-04-11,LAP-200,Laptop,Agadir,38,34,771.16,7
2024-05-05,GPU-100,Graphics Card,Casablanca,25,56,483.56,7
2023-11-16,PSU-100,Power Supply,Tanger,10,29,68.9,14
2024-08-12,HDD-100,Hard Drive,Tanger,49,83,82.65,3
2024-11-24,LAP-200,Laptop,Fes,47,93,780.23,14
2025-04-12,PSU-100,Power Supply,Rabat,13,0,71.6,3
2024-12-08,PSU-100,Power Supply,Agadir,11,14,71.69,5
2024-12-06,SSD-100,SSD,Meknes,46,64,121.58,10
2025-01-07,PHN-200,Smartphone,Oujda,106,145,611.72,5
2024-04-09,MB-200,Motherboard,Rabat,13,0,156.7,7
2024-09-22,PHN-100,Smartphone,Agadir,117,136,598.64,7
2023-12-27,PRT-100,Printer,Agadir,18,48,146.38,7
2024-04-20,PHN-100,Smartphone,Tanger,110,155,578.91,5
2025-07-10,PSU-100,Power Supply,Casablanca,8,0,72.14,10
2023-08-16,TAB-100,Tablet,Rabat,36,79,292.97,7
2024-03-02,GPU-200,Graphics Card,Meknes,21,31,524.42,3
2023-08-21,NC-100,Network Card,Rabat,10,45,39.43,14
2025-06-27,PSU-100,Power Supply,Oujda,7,8,68.98,10
2023-08-10,HDD-100,Hard Drive,Marrakesh,14,47,77.87,5
2024-08-17,RAM-100,Memory Module,Casablanca,31,79,98.6,10
2024-10-31,CPU-100,Processor,Casablanca,20,3,252.4,7
2025-03-13,MS-200,Mouse,Oujda,13,44,20.91,10
2024-05-22,GPU-100,Graphics Card,Rabat,10,9,505.73,7
2025-01-25,SSD-100,SSD,Marrakesh,52,86,115.82,5
2024-11-24,PRT-200,Printer,Marrakesh,19,30,146.77,14
2024-05-26,MS-100,Mouse,Agadir,16,49,20.31,10
2025-04-30,KB-100,Keyboard,Fes,19,20,29.19,14
2025-06-01,PSU-100,Power Supply,Marrakesh,12,46,72.05,7
2024-07-26,KB-100,Keyboard,Fes,15,1,28.97,7
2024-09-19,PSU-100,Power Supply,Fes,10,3,72.05,14
2024-05-25,MS-200,Mouse,Rabat,19,35,20.23,3
2024-05-04,PSU-100,Power Supply,Rabat,8,50,70.13,10
2023-09-30,LAP-100,Laptop,Oujda,80,74,791.3,7
2024-06-30,RAM-100,Memory Module,Fes,12,0,99.0,7
2023-08-12,TAB-100,Tablet,Agadir,36,83,290.47,14
2025-01-02,MS-200,Mouse,Fes,42,53,20.15,10
2024-02-15,NC-100,Network Card,Casablanca,3,0,39.2,5
2023-09-17,PHN-200,Smartphone,Agadir,85,120,628.91,3
2023-07-30,PSU-100,Power Supply,Fes,12,35,67.33,14
2024-12-11,SSD-100,SSD,Casablanca,66,109,116.28,7
2024-01-14,KB-100,Keyboard,Agadir,21,71,30.94,10
2024-07-05,CPU-100,Processor,Marrakesh,24,21,261.01,14
2023-11-28,PSU-100,Power Supply,Meknes,12,38,68.47,10
2025-07-20,PSU-100,Power Supply,Tanger,14,23,69.85,3
2024-11-19,SSD-100,SSD,Agadir,51,65,124.71,10
2024-08-20,GPU-200,Graphics Card,Meknes,21,40,490.43,5
2024-10-28,NC-100,Network Card,Meknes,7,18,38.67,14
2025-01-24,HDD-100,Hard Drive,Marrakesh,67,97,78.05,14
2025-07-24,MS-200,Mouse,Casablanca,4,40,20.34,3
2024-03-23,MB-100,Motherboard,Marrakesh,13,55,155.91,7
2025-06-19,SSD-100,SSD,Tanger,44,86,118.93,14
2024-03-15,PRT-100,Printer,Marrakesh,20,58,150.11,3
2024-09-27,RAM-100,Memory Module,Fes,22,10,100.03,10
2025-03-29,GPU-200,Graphics Card,Tanger,8,21,511.63,5
2024-06-12,NC-100,Network Card,Fes,5,19,41.89,10
2023-07-28,MON-100,Monitor,Casablanca,18,2,194.88,7
2024-05-04,HDD-100,Hard Drive,Rabat,52,50,77.93,7
2024-01-06,CPU-100,Processor,Meknes,14,40,254.37,3
2024-03-12,PHN-200,Smartphone,Agadir,79,75,579.84,5
2025-05-30,MON-100,Monitor,Rabat,18,38,208.08,3
2024-11-17,MB-200,Motherboard,Rabat,7,17,153.65,14
2023-11-21,PRT-100,Printer,Tanger,12,0,145.1,5
2025-05-07,CPU-100,Processor,Meknes,30,53,256.43,10
2024-05-17,PRT-200,Printer,Meknes,10,17,155.4,5
2025-04-08,PHN-200,Smartphone,Tanger,95,139,598.88,14
2024-04-25,RAM-100,Memory Module,Tanger,37,83,100.56,7
2024-01-13,KB-100,Keyboard,Meknes,35,34,30.87,14
2025-05-21,MON-100,Monitor,Meknes,25,35,206.86,14
2023-11-25,GPU-100,Graphics Card,Oujda,24,9,500.09,14
2025-01-22,SSD-100,SSD,Marrakesh,41,41,120.13,5
2024-01-02,PHN-200,Smartphone,Oujda,72,91,570.92,14
2023-09-02,RAM-100,Memory Module,Rabat,32,55,104.94,5
2023-12-03,NC-100,Network Card,Oujda,7,5,38.95,14
2025-04-09,MS-100,Mouse,Agadir,21,38,20.37,14
2023-09-20,NC-100,Network Card,Agadir,5,24,38.14,5
2023-09-09,HDD-100,Hard Drive,Meknes,45,71,78.07,14
2023-11-28,NC-100,Network Card,Rabat,6,27,40.45,7
2024-04-10,HDD-200,Hard Drive,Oujda,27,61,78.07,14
2024-10-15,KB-100,Keyboard,Tanger,30,74,29.14,14
2023-12-03,HDD-100,Hard Drive,Casablanca,59,82,80.85,10
2023-12-10,RAM-100,Memory Module,Marrakesh,39,63,97.27,3
2024-07-17,GPU-200,Graphics Card,Oujda,13,53,498.15,10
2024-03-03,TAB-100,Tablet,Casablanca,23,33,308.14,5
2023-08-22,PRT-200,Printer,Casablanca,13,4,143.74,5
2023-09-26,TAB-100,Tablet,Tanger,29,61,308.48,7
2023-10-16,NC-100,Network Card,Rabat,6,41,41.91,7
2024-03-28,TAB-100,Tablet,Rabat,41,64,311.27,7
2025-03-03,MON-100,Monitor,Meknes,19,7,197.19,10
2023-10-26,HDD-200,Hard Drive,Agadir,28,39,82.82,7
2023-08-16,NC-100,Network Card,Casablanca,10,31,40.64,14
2024-12-22,KB-100,Keyboard,Fes,34,53,29.05,3
2023-08-29,PRT-200,Printer,Tanger,22,62,150.41,3
2025-04-04,MON-100,Monitor,Rabat,27,74,194.53,10
2024-10-26,RAM-100,Memory Module,Agadir,37,64,101.57,10
2023-09-25,PSU-100,Power Supply,Casablanca,10,0,69.86,10
2023-12-18,MON-100,Monitor,Oujda,27,53,202.44,3
2025-03-02,MB-200,Motherboard,Oujda,13,19,153.75,14
2023-07-27,SSD-100,SSD,Fes,33,69,120.44,10
2023-09-28,MS-100,Mouse,Agadir,9,45,20.43,7
2025-05-18,GPU-200,Graphics Card,Oujda,12,13,514.09,5
2023-12-22,TAB-100,Tablet,Fes,24,28,285.96,14
2024-06-30,MS-200,Mouse,Marrakesh,9,35,20.36,3
2024-08-09,RAM-100,Memory Module,Meknes,75,96,102.91,14
2025-03-01,LAP-100,Laptop,Marrakesh,66,115,760.64,3
2024-11-24,MB-100,Motherboard,Casablanca,9,50,146.78,5
2025-07-22,MON-100,Monitor,Fes,27,59,203.27,3
2025-07-22,MON-100,Monitor,Fes,22,45,206.03,14
2025-07-23,TAB-100,Tablet,Agadir,31,15,303.71,10
2023-12-31,PSU-100,Power Supply,Oujda,6,39,70.45,10
2024-01-18,NC-100,Network Card,Meknes,13,15,40.91,10
2024-08-23,HDD-100,Hard Drive,Marrakesh,50,62,83.31,5
2024-04-10,TAB-200,Tablet,Casablanca,43,31,309.61,5
2024-05-29,MS-100,Mouse,Oujda,43,90,19.29,7
2025-04-20,GPU-100,Graphics Card,Rabat,9,24,524.91,10
2024-10-06,SSD-100,SSD,Rabat,23,72,121.7,3
2024-01-06,RAM-100,Memory Module,Agadir,18,35,96.9,14
2024-02-07,SSD-100,SSD,Meknes,48,96,120.25,3
2025-06-20,MON-100,Monitor,Meknes,23,69,208.02,14
2024-02-27,NC-100,Network Card,Casablanca,10,20,38.9,3
2025-01-18,MB-200,Motherboard,Agadir,14,6,148.63,7
2025-03-18,RAM-100,Memory Module,Oujda,43,33,99.25,7
2024-02-03,TAB-100,Tablet,Fes,28,66,302.7,5
2025-05-12,SSD-100,SSD,Fes,46,85,125.07,7
2024-06-21,PRT-100,Printer,Meknes,16,51,145.82,10
2024-10-10,KB-100,Keyboard,Meknes,20,49,31.03,14
2025-01-07,PRT-100,Printer,Marrakesh,9,58,147.72,5
2023-08-26,MON-100,Monitor,Casablanca,23,9,208.5,10
2025-01-25,MB-200,Motherboard,Agadir,13,57,151.53,10
2024-03-31,HDD-100,Hard Drive,Meknes,40,42,83.17,7
2025-05-23,PSU-100,Power Supply,Tanger,7,3,69.49,7
2023-09-11,TAB-200,Tablet,Casablanca,37,69,287.82,5
2024-09-18,LAP-200,Laptop,Casablanca,56,73,834.0,14
2025-01-26,PRT-200,Printer,Tanger,14,62,152.73,3
2023-10-22,MON-100,Monitor,Tanger,18,6,204.87,10
2025-07-11,CPU-100,Processor,Oujda,26,29,249.87,14
2023-09-27,RAM-100,Memory Module,Oujda,25,70,96.46,7
2024-06-12,NC-100,Network Card,Marrakesh,9,12,38.78,5
2024-01-27,NC-100,Network Card,Oujda,6,53,39.83,7
2024-09-13,SSD-100,SSD,Tanger,42,41,123.24,7
2023-11-28,NC-100,Network Card,Casablanca,6,47,39.0,3
2024-09-28,HDD-100,Hard Drive,Oujda,33,36,79.67,3
2024-06-13,NC-100,Network Card,Rabat,7,35,38.61,3
2024-08-25,SSD-100,SSD,Marrakesh,53,67,116.14,14
2023-10-04,MON-100,Monitor,Casablanca,14,38,203.75,3
2024-01-08,PHN-200,Smartphone,Tanger,73,122,610.49,10
2024-04-13,PRT-200,Printer,Oujda,12,0,145.32,10
2024-08-01,NC-100,Network Card,Tanger,9,27,39.86,14
2025-03-10,GPU-200,Graphics Card,Meknes,18,13,511.16,10
2025-01-23,MB-200,Motherboard,Casablanca,8,0,143.62,7
2024-04-01,RAM-100,Memory Module,Marrakesh,42,37,101.99,3
2025-03-20,TAB-200,Tablet,Meknes,32,66,289.53,5
2024-02-20,MON-100,Monitor,Casablanca,29,78,203.23,3
2024-10-29,PSU-100,Power Supply,Fes,8,0,70.51,3
2024-11-05,PSU-100,Power Supply,Oujda,10,12,72.93,10
2024-07-27,PHN-100,Smartphone,Marrakesh,67,80,614.76,5
2025-02-19,MB-200,Motherboard,Oujda,14,62,151.07,7
2023-12-07,PSU-100,Power Supply,Marrakesh,17,13,67.92,5
2025-06-25,PHN-200,Smartphone,Marrakesh,73,63,577.03,7
2024-06-26,PSU-100,Power Supply,Marrakesh,6,36,72.07,14
2024-08-04,RAM-100,Memory Module,Marrakesh,38,51,104.94,7
2025-03-17,SSD-100,SSD,Tanger,54,52,114.86,3
2024-05-31,GPU-200,Graphics Card,Casablanca,15,58,501.34,3
2025-04-02,SSD-100,SSD,Agadir,28,9,123.73,7
2024-07-07,MB-200,Motherboard,Meknes,16,54,149.31,7
2024-07-30,MB-100,Motherboard,Meknes,12,14,143.28,3
2024-03-07,PSU-100,Power Supply,Fes,16,55,69.67,14
2024-02-11,RAM-100,Memory Module,Rabat,29,56,103.21,10
2024-09-30,GPU-200,Graphics Card,Casablanca,11,26,513.11,3
2024-06-17,HDD-200,Hard Drive,Rabat,68,118,78.43,10
2024-06-23,PSU-100,Power Supply,Tanger,10,13,68.9,10
2025-01-17,GPU-200,Graphics Card,Tanger,10,9,488.54,10
2023-11-30,NC-100,Network Card,Rabat,9,4,40.25,14
2024-06-28,HDD-100,Hard Drive,Rabat,34,16,82.4,7
2024-08-11,SSD-100,SSD,Fes,58,46,123.93,5
2023-08-31,RAM-100,Memory Module,Oujda,22,45,100.34,10
2024-09-03,PHN-100,Smartphone,Agadir,72,91,616.73,3
2024-01-12,TAB-100,Tablet,Fes,20,50,314.32,14
2023-11-11,LAP-300,Laptop,Tanger,62,87,765.85,7
2024-08-06,NC-100,Network Card,Casablanca,8,52,41.15,14
2024-04-16,KB-100,Keyboard,Rabat,42,41,30.28,14
2024-02-03,CPU-100,Processor,Tanger,18,58,240.48,10
2025-05-01,MON-100,Monitor,Rabat,32,37,195.35,7
2024-12-31,RAM-100,Memory Module,Casablanca,35,68,97.01,7
2024-05-05,NC-100,Network Card,Tanger,8,31,40.49,7
2025-07-21,TAB-200,Tablet,Casablanca,29,14,314.15,10
2024-12-08,KB-100,Keyboard,Rabat,30,34,29.44,3
2024-06-04,GPU-200,Graphics Card,Agadir,22,2,478.95,10
2025-05-12,MON-100,Monitor,Oujda,8,0,192.64,10
2025-01-13,RAM-100,Memory Module,Oujda,36,80,103.5,14
2025-07-14,PRT-200,Printer,Meknes,18,66,148.56,7
2024-09-12,TAB-100,Tablet,Tanger,30,16,309.58,14
2024-03-22,PHN-100,Smartphone,Casablanca,145,166,628.29,10
2024-07-13,PHN-200,Smartphone,Rabat,92,134,599.67,10
2024-08-22,MS-200,Mouse,Marrakesh,40,66,20.49,7
2024-05-26,CPU-100,Processor,Fes,21,38,242.88,7
2024-04-15,MB-100,Motherboard,Agadir,8,29,145.24,14
2025-01-29,KB-100,Keyboard,Casablanca,30,23,29.53,14
2025-07-05,MS-100,Mouse,Casablanca,24,14,20.62,3
2023-07-27,MB-200,Motherboard,Casablanca,12,21,157.08,14
2024-03-24,PRT-200,Printer,Fes,12,39,155.4,5
2024-06-15,SSD-100,SSD,Marrakesh,56,70,116.1,10
2024-06-18,LAP-200,Laptop,Marrakesh,41,30,830.39,3
2024-04-27,HDD-200,Hard Drive,Oujda,43,26,76.88,3
2024-05-19,PHN-200,Smartphone,Tanger,73,101,626.14,14
2024-10-29,PSU-100,Power Supply,Meknes,5,46,67.63,7
